numero_de_cliente	cliente_edad	cliente_antiguedad	ctrx_quarter	mpayroll	mcaja_ahorro	mtarjeta_visa_consumo	mtarjeta_master_consumo	mprestamos_personales	Visa_status	Master_status	cdescubierto_preacordado	cluster
592337545	46	200	6	0	3506.19	0	0	51160.79	0	0	1	cluster_1
592429723	47	13	91	0	14595.08	56829.49	0	0	0	0	1	cluster_1
592500031	38	201	32	0	1699.13	3399.9	0	0	0	0	1	cluster_1
592660467	67	141	45	6216.9	2895.6	13488.29	233.42	7523.29	0	0	1	cluster_1
592726393	37	199	40	0	2802.88	0	0	0	0	0	1	cluster_1
592953559	50	72	139	0	0	173495.76	0	0	0	0	1	cluster_1
593044498	65	198	34	0	0	853.74	0	0	0	0	1	cluster_1
593106634	48	81	38	0	0	22708.52	0	0	0	0	1	cluster_1
593592186	76	70	20	0	161.81	3993.85	0	0	0	0	0	cluster_1
593965210	44	198	5	0	23.36	971.83	0	0	0	0	1	cluster_1
594124040	71	199	14	0	545.03	934.48	0	0	0	0	1	cluster_1
594150146	44	198	33	0	80.67	1583.55	692.07	0	0	0	1	cluster_1
594593470	39	198	7	0	286.37	0	0	0	0	0	1	cluster_1
594685289	53	199	34	0	22346.72	17393.31	0	0	0	0	1	cluster_1
594730942	40	90	48	0	903.63	15123.98	9602.2	0	0	0	1	cluster_1
594959568	78	197	89	0	101136.75	1640.2	0	0	0	0	1	cluster_1
595622397	64	198	74	0	7069.91	49162.22	0	0	0	0	1	cluster_1
595786855	44	197	18	0	78758.57	6510.93	4469.13	0	0	0	1	cluster_1
595967419	58	87	18	0	301.19	12088.65	0	0	0	0	0	cluster_1
596997371	37	196	106	0	44156.63	13447.51	0	0	0	0	1	cluster_1
597870746	53	197	146	0	1445.49	9480.02	0	0	0	0	1	cluster_1
597954897	40	196	10	0	28129.13	0	0	0	0	0	1	cluster_1
598273224	34	62	163	0	4478.06	30862.65	0	0	0	0	1	cluster_1
598403839	47	103	38	0	653.8	5152.84	3793.38	0	0	0	1	cluster_1
598444753	48	196	22	0	1.77	0	0	0	9	0	0	cluster_1
598864592	41	195	69	0	65482.7	81124.25	328.44	0	0	0	1	cluster_1
598876770	44	196	55	0	175723.44	12552.69	0	0	0	0	1	cluster_1
599185541	60	198	32	0	16279.31	3281.06	0	0	0	0	1	cluster_1
599369974	42	50	16	0	0	0	0	0	0	0	1	cluster_1
599387044	70	196	60	0	14469	10267.57	0	0	0	0	1	cluster_1
599610854	45	196	29	0	193134.71	1589.56	0	0	0	0	1	cluster_1
600156936	49	103	18	0	45.19	375.36	0	0	0	0	1	cluster_1
600676613	39	196	68	0	8218.91	15358.58	0	0	0	0	1	cluster_1
600847775	37	197	9	5865	2078.84	0	0	0	0	0	0	cluster_1
601104257	51	195	15	0	311.1	0	0	0	0	0	1	cluster_1
601299262	44	112	36	0	0	12813.41	21073.53	0	0	0	0	cluster_1
601327631	39	166	138	0	52957.41	34808.61	2327.2	0	0	0	1	cluster_1
601444967	47	193	33	0	757.72	3996.31	0	0	0	0	1	cluster_1
601541602	40	195	83	0	41880.49	1782.69	10579.28	0	0	0	1	cluster_1
601845267	44	79	67	0	54.89	19695.15	26495.66	0	0	0	1	cluster_1
602487386	41	193	8	0	0	4198.94	0	0	0	0	1	cluster_1
602892793	39	194	9	0	499.61	0	0	0	0	0	1	cluster_1
602896295	42	164	6	0	39.49	0	0	25720.67	0	0	0	cluster_1
602903878	41	142	32	0	1469.48	740.16	0	0	0	0	1	cluster_1
602909198	38	145	141	0	5731.26	7084.54	0	0	0	0	1	cluster_1
604138604	47	157	1348	0	541231.7	312008.35	105013.34	0	0	0	1	cluster_1
604560484	42	56	12	0	2876.57	1410.35	59.54	0	0	0	1	cluster_1
604719904	40	192	51	0	6947.37	2295.08	0	0	0	0	1	cluster_1
604725813	56	194	65	0	663457.4	0	0	0	0	0	1	cluster_1
605362689	58	192	23	0	0	12709.16	0	0	0	0	1	cluster_1
606336339	47	14	14	0	0	0	0	0	0	0	1	cluster_1
606892771	44	39	179	0	23709.64	37806.85	0	0	0	0	1	cluster_1
607052694	43	195	26	6274.57	61.74	15796.68	0	0	0	0	1	cluster_1
607228015	46	95	51	0	950.83	0	912.26	0	0	0	1	cluster_1
607703644	66	193	25	0	806.64	2122.35	0	5370.14	0	0	1	cluster_1
609630447	41	191	16	0	0	0	0	0	7	0	1	cluster_1
609999534	67	194	63	0	326.98	16869.25	7300.83	0	0	0	1	cluster_1
610563627	48	164	14	0	0	4272.45	709.82	0	0	0	1	cluster_1
610971723	41	123	114	0	52751.66	189378.11	4063.2	0	0	0	1	cluster_1
610985361	42	14	1	0	107.63	0	7423.14	0	0	0	1	cluster_1
612290250	52	116	25	0	4.11	8022.34	0	0	0	0	1	cluster_1
612774043	46	194	58	0	3504.88	13446.82	14124.83	0	0	0	1	cluster_1
613587256	41	114	157	0	41991.67	6385.22	0	0	0	0	1	cluster_1
613737632	40	46	6	0	136834.3	0	0	0	0	0	1	cluster_1
614212382	37	107	0	0	65.4	0	0	0	0	0	1	cluster_1
614268172	37	47	121	0	4698.26	10106.94	0	0	0	0	1	cluster_1
614564697	45	191	0	0	0	0	0	15593.55	0	0	0	cluster_1
615158029	36	193	7	0	166.44	0	0	0	0	0	1	cluster_1
615166415	82	194	0	0	0	0	0	0	0	7	1	cluster_1
615238832	41	14	23	0	19447.5	10217.31	0	0	0	0	1	cluster_1
615245903	71	194	7	0	14680.98	5906.38	0	0	0	0	1	cluster_1
615561173	40	82	33	0	216963.58	1468.02	0	0	0	0	1	cluster_1
615878911	43	20	0	0	0	0	0	0	9	9	1	cluster_1
615936238	42	67	35	0	9164.32	0	0	0	0	0	0	cluster_1
615971533	55	58	24	36597.6	447.06	4099.79	0	112365.62	0	0	1	cluster_1
616275932	66	66	60	0	85222.36	0	0	0	0	0	0	cluster_1
616476769	45	192	12	0	20223.22	0	0	0	0	0	1	cluster_1
616659528	70	31	31	0	100.2	28607.66	0	0	0	0	1	cluster_1
616793636	69	157	3	0	9027.74	0	0	0	0	0	0	cluster_1
616885600	68	192	12	0	0	0	0	0	9	9	1	cluster_1
617128812	65	193	26	0	31.15	0	11876.84	0	0	0	1	cluster_1
617412348	66	134	3	0	888.82	0	0	0	0	0	1	cluster_1
617660598	57	192	7	0	854.53	0	0	0	0	0	0	cluster_1
618478765	49	57	21	0	0	281	0	0	0	0	1	cluster_1
618784257	48	58	36	0	27730.28	0	0	0	0	0	1	cluster_1
619026589	46	192	24	0	0	5644.81	0	12849.17	0	0	1	cluster_1
619064146	46	50	30	0	249.83	40794	0	0	0	0	1	cluster_1
619355710	43	177	0	0	235.19	0	0	0	0	0	1	cluster_1
619859272	57	191	107	0	413939.23	0	0	0	9	9	1	cluster_1
619938760	45	191	20	0	4.16	0	0	0	0	0	0	cluster_1
620354884	67	193	26	0	1	0	0	0	0	0	1	cluster_1
620407464	40	141	71	0	14778.27	8953.88	0	0	0	0	1	cluster_1
620497823	35	99	145	0	4907.25	674.47	18894.73	0	0	0	1	cluster_1
620617712	37	193	64	0	3347.7	0	0	0	0	0	1	cluster_1
620823810	46	192	44	1086327.03	71818.36	0	0	0	0	0	0	cluster_1
621349977	68	50	81	0	5698.68	133167.86	0	0	0	0	1	cluster_1
621532872	67	191	28	0	1581.05	0	0	0	0	0	1	cluster_1
622278921	69	189	48	0	0	0	0	0	7	0	0	cluster_1
622486983	42	190	39	0	0	24680.75	0	0	0	0	1	cluster_1
622629477	42	33	7	0	0	0	628.49	0	0	0	1	cluster_1
622879401	41	188	189	0	0	103435.91	65206.89	0	0	0	1	cluster_1
623026352	40	99	46	0	3820.61	44023.13	0	0	0	0	1	cluster_1
623116703	40	41	97	0.11	35694.56	8690.78	0	0	0	0	1	cluster_1
623350290	39	68	38	0	294.15	13014.03	0	0	0	0	1	cluster_1
623488121	39	105	12	0	84.46	114.95	0	0	0	0	1	cluster_1
623564697	39	148	20	0	0	1072.67	0	0	0	0	1	cluster_1
623576585	38	129	65	0	1588.58	18506.91	12705.29	0	0	0	1	cluster_1
623580376	39	32	42	0	0	14649.51	6763.5	0	0	0	1	cluster_1
623823665	38	117	19	0	500.15	0	0	0	9	9	1	cluster_1
624211411	74	113	144	0	1467810.91	8243.03	0	0	0	0	1	cluster_1
624591438	62	60	7	0	375.3	0	0	0	0	0	1	cluster_1
625249382	41	189	10	0	61.25	0	0	0	0	0	1	cluster_1
625507325	71	6	10	1155.4	0	645.15	0	0	0	0	1	cluster_1
625745874	64	190	1	0	0	0	0	0	9	0	1	cluster_1
626066464	54	79	106	0	5145.08	52468.03	0	0	0	0	1	cluster_1
626087027	55	93	22	0	7995.39	1477.99	0	0	0	0	1	cluster_1
626403459	45	128	40	0	2060.91	1700.85	0	0	0	0	1	cluster_1
626876603	45	64	72	0	24102.55	92215.61	0	0	0	0	1	cluster_1
627243068	39	190	129	0	0	0	0	0	0	0	1	cluster_1
627348150	73	99	21	0	1452.23	0	0	0	0	0	1	cluster_1
627763838	44	190	31	0	409.77	9163.05	0	0	0	0	1	cluster_1
628333618	57	173	62	0	8552.36	51368.71	44360.79	0	0	0	1	cluster_1
628465181	65	65	116	0	45202.7	2957.74	0	0	0	0	1	cluster_1
628644217	75	51	14	663336.19	685.45	0	0	0	0	0	1	cluster_1
628645890	52	189	18	0	0	0	1626.03	0	0	0	1	cluster_1
629398933	62	188	1	0	22.62	0	0	0	0	0	0	cluster_1
629518463	51	54	19	0	451.54	0	0	0	9	9	1	cluster_1
629678831	66	187	39	0	89279.51	44779.09	0	0	0	0	1	cluster_1
629834160	46	190	29	0	9067.57	7672.95	0	0	0	0	1	cluster_1
629963102	35	22	29	0	0	5806.61	4491.8	0	0	0	1	cluster_1
630273401	69	190	33	0	2324.18	8570.18	0	55756.09	0	0	1	cluster_1
630376450	57	18	15	0	0	0	0	0	0	0	1	cluster_1
630677348	34	162	37	0	2455.1	11444.13	3829.73	0	0	0	1	cluster_1
631147358	39	68	22	0	38359.91	0	0	0	0	0	1	cluster_1
631217443	43	81	13	0	4443.68	6050.33	0	0	0	0	1	cluster_1
631845567	38	189	145	0	113.79	21760.33	35646.36	22472.01	0	0	0	cluster_1
632702093	49	40	25	0	0	8146.37	0	35316.95	0	0	1	cluster_1
632844297	47	59	36	0	141.83	6231.56	0	0	0	0	1	cluster_1
632899652	47	17	23	0	0	398.82	0	0	0	0	0	cluster_1
633213606	43	150	98	0	105511.63	196194.45	0	0	0	0	1	cluster_1
633308995	41	140	73	0	31447.43	22586.59	0	0	0	0	1	cluster_1
633356100	41	127	78	0	0	7817.92	0	0	0	0	1	cluster_1
633707391	67	187	92	0	11961.78	28221.26	29320.46	0	0	0	1	cluster_1
634167273	36	161	46	0	3351.94	43427.7	0	0	0	0	1	cluster_1
634205189	41	123	74	0	885.56	54118.86	0	0	0	0	1	cluster_1
634537667	37	189	79	0	27208.42	0	0	0	0	0	1	cluster_1
634799256	68	189	206	88772.64	25021.42	6083.49	2040.52	0	0	0	1	cluster_1
634837761	48	51	109	0	18835.94	8048.79	0	0	0	0	1	cluster_1
635738191	71	188	63	0	66336.7	0	0	0	0	0	1	cluster_1
636585529	39	188	60	0	4721.46	4484.2	0	0	0	0	1	cluster_1
636803437	42	186	54	87384.93	20256	10659.9	0	0	0	0	1	cluster_1
637453730	37	187	62	0	24028.47	30448.47	0	0	0	0	1	cluster_1
637534310	67	178	44	0	794.13	4565.46	135827.92	0	0	0	1	cluster_1
637715899	49	184	141	0	4900.4	72081.31	0	11947.69	0	0	1	cluster_1
638156311	40	186	247	0	12029.72	46178.1	421.29	0	0	0	1	cluster_1
638315653	35	71	80	0	52753.92	17884.81	0	8623.63	0	0	1	cluster_1
638686193	53	189	45	87305.21	0	0	0	0	0	0	1	cluster_1
638833067	68	131	29	0	1858.07	4586.71	0	0	0	0	1	cluster_1
639097210	47	128	23	0	14112.23	0	0	0	0	0	1	cluster_1
639219952	41	118	31	0	10.13	449.25	0	0	0	0	1	cluster_1
639501524	68	165	7	0	13958.77	0	0	0	0	0	1	cluster_1
639620687	54	185	16	0	40365.45	0	0	0	0	0	1	cluster_1
639723224	66	88	95	0	8862.31	2497.68	1661.64	8323.56	0	0	1	cluster_1
639770551	39	188	12	0	68.76	0	0	0	0	0	1	cluster_1
639868126	41	187	49	0	2412.38	45197.96	0	0	0	0	1	cluster_1
639908015	39	93	52	0	8032.28	0	0	19547.55	0	0	0	cluster_1
640000996	63	184	58	0	26.7	42073.96	0	0	0	0	1	cluster_1
640025283	46	113	74	0	0	89551.48	0	0	0	0	1	cluster_1
640294677	35	69	294	106783.91	11837.11	64223.8	0	0	0	0	1	cluster_1
641824835	51	188	27	0	266.79	3735.23	0	0	0	0	1	cluster_1
642065707	35	28	46	0	579.43	38505.66	999.3	0	0	0	1	cluster_1
643267111	51	85	21	0	201.12	0	0	1775.8	0	0	1	cluster_1
643527171	45	177	29	0	0	27303.74	0	0	0	0	1	cluster_1
643591561	44	184	3	0	0	781.99	0	0	0	0	1	cluster_1
643641886	43	138	44	0	131.71	2310.12	0	0	0	0	1	cluster_1
644083381	62	185	173	0	9918.59	28077.63	0	0	0	0	1	cluster_1
644108539	60	62	29	0	6560.54	1244.02	1974.79	0	0	0	0	cluster_1
644233245	60	56	40	0	108.95	9145.77	21471.71	0	0	0	1	cluster_1
644588037	60	59	33	0	0	14490.92	0	0	0	0	1	cluster_1
644687585	38	186	28	0	79320.18	4245.48	0	470255.7	0	0	1	cluster_1
645223521	39	100	7	0	39883.38	3225.75	0	0	0	0	1	cluster_1
645226075	38	133	48	0	5934.88	0	0	0	0	0	0	cluster_1
645344581	44	187	77	0	3390.86	17456.94	0	0	0	0	1	cluster_1
645438518	39	187	6	0	616.02	0	0	0	0	0	0	cluster_1
645978682	68	64	19	0	2834.68	0	0	7779.39	0	0	1	cluster_1
648021881	46	48	20	0	9204.95	0	0	0	0	0	1	cluster_1
648029465	39	35	33	0	4328.46	9425.6	0	25791.48	0	0	1	cluster_1
648708928	52	39	12	0	21.77	0	0	0	0	0	1	cluster_1
648926692	34	186	24	0	2495.56	6914.36	0	0	0	0	0	cluster_1
649246112	57	183	38	0	15.74	2285.36	0	0	0	0	1	cluster_1
649825439	35	12	28	0	885.43	0	5683.02	0	0	0	1	cluster_1
650269275	60	183	106	0	104515.96	6368.42	0	0	0	0	1	cluster_1
650604809	62	50	23	3636.3	49.77	0	0	0	0	0	1	cluster_1
650736885	41	182	46	0	36296.02	0	0	0	0	0	1	cluster_1
650910668	47	183	84	0	0	46782.57	0	0	0	0	0	cluster_1
651157672	67	92	19	0	705.78	4469.61	0	0	0	0	1	cluster_1
651645478	70	98	46	0	4973.66	11797.91	0	0	0	0	1	cluster_1
651846179	45	85	46	100995.3	27204.04	0	0	0	0	0	1	cluster_1
652478384	64	39	94	0	0	0	0	0	0	0	1	cluster_1
652844910	54	183	28	0	4875.96	12816.46	0	8009.13	0	0	1	cluster_1
652920683	52	182	10	0	0	0	13749.65	0	0	0	1	cluster_1
653397994	42	180	126	0	11805.2	15079.52	2248.24	0	0	0	1	cluster_1
653411410	42	178	61	0	23005.94	2198.21	0	0	0	0	1	cluster_1
654042889	42	182	18	0	4820.18	1063.84	0	0	0	0	1	cluster_1
654430858	62	182	23	0	2806.43	2266.37	0	15063.94	0	0	1	cluster_1
654454197	39	183	65	0	10435.33	1114.35	0	0	0	0	1	cluster_1
654591294	43	184	71	0	127.84	39786.89	0	0	0	0	1	cluster_1
654628783	55	37	0	0	0	0	0	0	0	7	1	cluster_1
655016897	64	182	44	0	18024.55	1607.8	0	0	0	0	1	cluster_1
655468461	45	184	14	0	22.02	0	0	2000.3	0	0	0	cluster_1
655512364	36	132	41	0	1126.71	0	0	0	0	0	1	cluster_1
655873723	59	183	32	0	4186.54	26614.36	0	0	0	0	1	cluster_1
656291154	44	168	16	0	244.2	8423.01	0	0	0	0	1	cluster_1
656439856	72	131	0	0	0	0	0	0	9	9	0	cluster_1
656451957	71	128	8	0	0	0	0	301148.89	0	0	0	cluster_1
656644707	66	99	44	0	3002.77	136757.45	0	0	0	0	0	cluster_1
656795741	61	37	15	0	5902.51	9222.12	0	0	0	0	1	cluster_1
656844819	60	17	45	0	45334.7	0	0	0	0	0	1	cluster_1
657030344	55	114	53	39005.33	11346.9	0	533.01	0	0	0	1	cluster_1
657677058	41	47	70	0	11672.37	1233.82	0	0	0	0	1	cluster_1
658063575	35	18	78	0	662.39	0	0	0	0	0	1	cluster_1
658136795	36	152	6	0	0	0	0	55882.68	0	0	0	cluster_1
658733629	61	126	18	0	0	3215.87	0	0	0	0	1	cluster_1
659421837	34	104	2	0	1.3	478.99	0	0	0	0	1	cluster_1
661045565	40	182	55	0	27118.1	22806.47	0	0	0	0	1	cluster_1
661046803	45	182	169	0	7326.78	36636.09	0	0	0	0	1	cluster_1
661123738	36	180	46	0	9617.94	0	0	123357.38	0	0	0	cluster_1
661411433	63	47	1	0	18.74	0	0	0	0	0	1	cluster_1
661529580	68	126	21	0	0	15673.61	0	0	0	0	1	cluster_1
662335056	53	181	15	0	0	179.32	0	0	0	0	1	cluster_1
662476679	38	181	125	0	14155.24	37018.8	0	0	0	0	1	cluster_1
662980464	60	181	0	0	157.45	0	0	0	0	0	1	cluster_1
663196109	63	181	62	0	30998.14	51384.19	5156.39	0	0	0	1	cluster_1
663264291	37	37	19	0	0	1520.2	0	21377.54	0	0	1	cluster_1
663517571	42	181	96	0	2720.91	0	16872.67	0	0	0	1	cluster_1
663537186	37	182	100	0	45602.19	34670.18	3363.14	0	0	0	1	cluster_1
663608801	38	179	51	0	0	3065.97	5231.58	0	0	0	1	cluster_1
663798118	47	50	40	0	676.82	0	0	419170.18	0	0	1	cluster_1
664106821	73	101	33	0	132.66	7672.99	0	0	0	0	1	cluster_1
664486993	55	154	65	0	1167.28	10157.79	0	0	0	0	1	cluster_1
664987558	43	164	35	0	6.09	7112.47	0	0	0	0	1	cluster_1
665159087	40	45	12	0	0	0	0	0	9	9	0	cluster_1
665649737	37	130	157	0	61961.4	7496.37	0	0	0	0	1	cluster_1
665715741	55	178	9	0	1842.58	0	0	0	0	0	1	cluster_1
665816014	73	180	121	0	27697.43	0	0	135206.94	0	0	1	cluster_1
666493361	44	13	117	0	0	69783.83	0	0	0	0	1	cluster_1
666516700	46	8	14	0	1283.17	7634.36	0	0	0	0	1	cluster_1
666837281	39	178	31	0	13209.14	35296.66	0	0	0	0	1	cluster_1
667135625	33	180	22	0	3432.01	6444.97	0	0	0	0	1	cluster_1
667223209	43	179	67	0	7253.43	42709.82	0	0	0	0	1	cluster_1
667351783	40	180	24	0	7269.8	1075.24	0	0	0	0	1	cluster_1
667452202	65	178	33	0	113270.04	0	0	0	0	0	0	cluster_1
667491655	47	56	329	0	1175.18	0	0	0	0	0	1	cluster_1
667576694	39	70	12	0	0	0	0	170613.42	0	0	1	cluster_1
667869932	54	180	104	0	119758.71	30576.86	0	0	0	0	1	cluster_1
668318652	50	177	68	0	1562.82	14358.2	0	0	0	0	1	cluster_1
668427388	43	179	23	0	723.42	12582.39	3845.09	0	0	0	1	cluster_1
668482811	74	180	1	0	12470.6	0	0	0	0	0	1	cluster_1
668499071	75	177	58	0	1720.84	6861.56	0	0	0	0	1	cluster_1
668554861	63	177	54	0	4280.75	22131.16	0	0	0	0	1	cluster_1
668572145	42	177	41	0	15936.69	2323.92	0	0	0	0	1	cluster_1
668614366	76	35	15	0	770.9	1836.97	0	0	0	0	1	cluster_1
668676578	35	15	7	0	8028.14	0	0	0	0	0	1	cluster_1
668697363	61	153	10	0	554.13	0	0	53041.81	0	0	1	cluster_1
668882957	33	102	148	0	3483.55	16737.07	7463.32	0	0	0	1	cluster_1
669127262	34	179	107	0	23087.25	19191.53	7632.21	0	0	0	1	cluster_1
669265896	37	180	38	0	0	0	0	0	0	0	1	cluster_1
669581021	38	104	40	0	1769.58	0	0	0	0	0	1	cluster_1
669894822	57	180	11	0	800.88	1114.15	0	0	0	0	1	cluster_1
670238017	37	180	1	0	83.45	0	0	0	0	0	1	cluster_1
670639188	76	178	66	0	71.94	0	0	0	9	9	1	cluster_1
670887942	56	54	24	0	1125.73	0	0	6476.8	0	0	0	cluster_1
670918642	33	178	33	0	85.41	12020.1	0	0	0	0	1	cluster_1
671099360	41	119	7	0	103932.21	0	0	0	0	0	0	cluster_1
671326090	49	180	26	0	27447.29	98.1	0	0	0	0	1	cluster_1
671425271	37	177	50	0	981.36	0	0	6145.01	0	0	1	cluster_1
672266486	47	32	51	0	0	1054.52	0	0	0	0	1	cluster_1
673377018	47	178	60	820.37	0	0	0	0	0	0	1	cluster_1
673823407	35	176	165	0	58417.31	48247.34	0	37884.36	0	0	1	cluster_1
674318797	45	176	100	0	26204.17	39510.4	0	0	0	0	1	cluster_1
674788816	61	137	13	0	6.41	0	3766.49	0	0	0	1	cluster_1
674858534	48	179	10	0	7303.09	858.67	0	0	0	0	1	cluster_1
674949978	39	179	77	0	5997.8	25374.61	0	0	0	0	1	cluster_1
675442310	39	177	133	110741.17	20731.62	39505.61	13254.75	54764.75	0	0	0	cluster_1
675670577	49	40	29	0	966.25	11524.78	5778.89	0	0	0	1	cluster_1
675681730	36	176	61	0	14747.15	21997.49	3734.23	0	0	0	1	cluster_1
675853695	53	178	72	368322	3973.15	0	0	0	0	0	1	cluster_1
676341724	33	132	90	0	14868.91	20983.04	818.75	0	0	0	1	cluster_1
676494944	34	84	9	0	0	0	0	188141.92	0	0	1	cluster_1
676525354	65	175	14	0	0	0	0	0	9	0	0	cluster_1
676760982	43	161	28	0	8.89	0	0	0	9	0	0	cluster_1
677051956	38	102	15	0	6613.66	0	0	201499.8	0	0	0	cluster_1
677584110	42	119	11	0	0	8637.03	0	0	0	0	1	cluster_1
677996511	41	118	44	0	0.45	0	0	0	9	9	1	cluster_1
678060977	53	70	100	0	0	142556.15	0	0	0	0	1	cluster_1
678362891	46	177	102	0	558.03	30005.45	0	0	0	0	1	cluster_1
679206804	41	135	32	0	17757.07	0	0	0	0	0	1	cluster_1
679564730	34	76	314	0	716.37	14263.64	0	0	0	0	1	cluster_1
679590042	62	175	60	0	4020.36	20711.69	0	0	0	0	1	cluster_1
680095646	39	175	0	0	1206.7	0	0	0	0	0	1	cluster_1
680391872	56	177	176	0	5645.43	65079.78	352.79	0	0	0	1	cluster_1
680413238	37	176	103	0	22.59	71079.47	0	0	0	0	1	cluster_1
680584622	42	175	39	0	29287.53	12303.9	0	0	0	0	1	cluster_1
681150098	57	111	166	0	1375.41	853.53	0	0	0	0	1	cluster_1
681279398	55	36	9	0	2704.84	0	0	7253.35	0	0	1	cluster_1
681285444	55	109	66	0	3019.38	98076.05	0	0	0	0	1	cluster_1
681391268	55	43	89	0	4151.41	0	0	0	0	0	1	cluster_1
681975335	49	173	16	0	1637.49	6040.55	0	0	0	0	1	cluster_1
682208777	47	12	0	0	0	0	0	295252.87	0	0	1	cluster_1
682637438	43	175	39	0	38705.78	911.67	0	0	0	0	1	cluster_1
682746319	43	176	18	0	1405.64	0	4439.6	0	0	0	1	cluster_1
682873066	42	11	29	0	29199.87	0	0	0	0	0	1	cluster_1
683911694	66	130	61	0	15308.95	0	0	0	0	0	1	cluster_1
684303463	63	71	41	22689.33	545.64	26425.53	0	0	0	0	1	cluster_1
684305214	61	157	19	0	10837.91	0	0	29626.88	0	0	0	cluster_1
684399578	63	46	9	0	0	1362.99	0	0	0	0	1	cluster_1
684794839	38	174	88	0	12866.22	0	0	0	0	0	0	cluster_1
685011586	43	176	19	0	4884.17	0	0	0	9	0	1	cluster_1
685354414	71	173	49	0	373417.77	4284.86	521.98	0	0	0	1	cluster_1
685869206	76	137	35	0	24.05	1527.24	0	0	0	0	1	cluster_1
685966269	37	175	5	0	2185.34	0	0	0	0	0	0	cluster_1
686251855	33	174	42	0	1340.7	1727.5	0	0	0	0	1	cluster_1
686300710	69	176	23	0	696.92	938.4	0	0	0	0	1	cluster_1
686826007	54	176	12	0	24660.98	0	0	0	0	0	0	cluster_1
686894119	69	174	117	0	0	10277.11	0	0	0	0	1	cluster_1
687352396	66	174	65	0	64991.15	37078.5	5337.11	0	0	0	1	cluster_1
687399578	64	168	32	0	2305.74	3690.44	0	0	0	0	1	cluster_1
687731910	56	64	28	0	0	467.32	0	0	0	0	1	cluster_1
687804395	54	42	15	0	179.97	0	0	23967.41	0	0	1	cluster_1
687816718	54	126	6	0	791.78	0	0	0	0	0	1	cluster_1
687956087	51	48	25	0	12526.97	0	0	0	0	0	1	cluster_1
688246993	46	37	22	11312.06	3891.16	2287.76	0	10358.93	0	0	1	cluster_1
688613817	40	70	34	0	0	12425	0	0	0	0	1	cluster_1
688953724	64	40	14	0	14680.2	0	0	8368.27	0	0	1	cluster_1
689167328	49	173	54	0	367.41	27961.7	4860.13	0	0	0	1	cluster_1
689367739	37	175	68	0	58554.08	9527.29	0	0	0	0	1	cluster_1
689525041	40	172	152	0	12121.12	58200.71	6164.53	0	0	0	1	cluster_1
689660899	43	173	210	0	14712.56	100911.11	2111.65	0	0	0	1	cluster_1
690135726	34	173	38	0	50.15	433.76	0	0	0	0	1	cluster_1
690276187	41	37	0	0	0	0	0	108621.09	0	0	0	cluster_1
691119879	32	12	10	0	860.6	0	0	0	0	0	1	cluster_1
692413538	66	39	176	0	29892.87	0	0	0	0	0	0	cluster_1
692568576	61	171	105	0	83982.21	8826.26	0	0	0	0	1	cluster_1
692737330	59	166	249	0	18648.9	28604.1	0	0	0	0	1	cluster_1
692821489	58	60	56	0	23703.89	14670.89	0	0	0	0	1	cluster_1
693738623	44	68	26	0	21393.02	0	0	0	0	0	1	cluster_1
693752184	44	114	2	0	0	18296.94	0	0	0	0	0	cluster_1
693883525	43	174	113	0	19037.69	0	0	0	0	0	1	cluster_1
694021356	41	50	18	0	151483.78	0	0	0	0	0	1	cluster_1
694106096	40	173	6	0	10699.54	0	0	0	0	0	1	cluster_1
694213082	39	32	6	0	1655.64	0	694.41	0	0	0	1	cluster_1
694232552	38	172	120	0	7375.64	30110.25	0	0	0	0	1	cluster_1
695143921	84	170	9	0	0	0	14637.42	0	0	0	1	cluster_1
696331756	40	170	15	0	35	3364.35	0	0	0	0	1	cluster_1
696684071	45	172	68	0	0	0	0	0	9	9	1	cluster_1
696768589	59	159	63	0	3054.65	31857.36	0	0	0	0	1	cluster_1
697086480	50	171	46	0	1314.14	0	934.74	0	0	0	1	cluster_1
697093995	63	174	24	0	1586.36	0	0	21231.65	0	0	1	cluster_1
697155686	35	174	110	0	9819.22	4420.16	0	0	0	0	1	cluster_1
697202723	60	171	14	0	7.9	8844.05	0	0	0	0	1	cluster_1
697246703	60	170	49	0	951.87	11779.38	1739.55	0	0	0	1	cluster_1
697510700	75	172	7	0	0	0	0	6894.09	9	9	0	cluster_1
697822682	55	65	13	0	1001.56	0	0	0	0	0	0	cluster_1
697846312	60	172	39	0	0	15730.21	0	0	0	0	1	cluster_1
698896024	51	56	167	0	13396.17	22759.54	0	0	0	0	1	cluster_1
699082054	45	93	22	0	1123.15	28335.57	0	0	0	0	1	cluster_1
699420876	64	111	22	0	0	24323.46	0	0	0	0	1	cluster_1
699645130	63	173	0	0	86.88	0	0	9372.01	0	0	0	cluster_1
699710980	55	171	54	0	4289.73	10586.61	0	0	0	0	1	cluster_1
699899571	49	173	10	0	102.01	0	0	0	0	0	0	cluster_1
700018589	76	170	19	0	0.69	0	0	0	9	9	0	cluster_1
700413339	80	90	2	0	0	0	891.25	0	0	0	1	cluster_1
700668873	38	106	45	0	84.37	18568.06	0	0	0	0	1	cluster_1
701217730	65	172	15	0	133.53	0	0	0	0	0	1	cluster_1
701298892	46	172	42	0	39087.98	37436.69	123296.58	0	0	0	1	cluster_1
701403837	61	172	30	0	1665.54	1094.44	0	0	0	0	1	cluster_1
